TimeSurvived,PhysicalDamageDone,MagicDamageDone,RawPhysicalDamageDone,RawMagicDamageDone,PlayerHealingReceived,PlayerHealth,PlayerSpeed,PlayerDefense,MeleeDamageScore,RangeDamageScore,ManaUsed,EnemySpawns,EnemyDamageByType,Reward
120.0000,2.4545,6.5455,3.0000,8.0000,2.0000,41.0000,1.0000,2.0000,6,1,10,2;0;0;0;0;1;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;3.0000;0.0000,0.2730
129.0507,0.0000,0.0000,5.0000,0.0000,9.0000,45.0000,1.1687,2.0000,6,1,21,4;0;0;3;0;1;2;0,0.0000;0.0000;0.0000;2.0000;0.0000;0.0000;3.0000;0.0000,0.2679
138.6439,0.0000,0.0000,9.0000,0.0000,14.0000,50.0000,1.4195,2.0000,6,1,37,5;1;1;2;1;1;4;0,0.0000;0.0000;0.0000;0.0000;3.0000;0.0000;6.0000;0.0000,0.2775
143.5150,0.0000,0.0000,5.0000,8.0000,13.0000,50.0000,1.6260,2.0000,7,1,48,6;1;1;3;1;2;5;0,0.0000;0.0000;0.0000;2.0000;3.0000;8.0000;0.0000;0.0000,0.2818
154.0849,2.0400,0.9600,17.0000,8.0000,22.0000,47.0000,1.8927,2.0000,7,2,63,7;1;1;5;2;3;5;0,0.0000;3.0000;0.0000;2.0000;3.0000;8.0000;9.0000;0.0000,0.2978
162.1395,4.5000,13.5000,10.0000,30.0000,22.0000,29.0000,2.4278,2.5000,7,2,69,7;2;1;4;1;5;5;0,0.0000;2.5000;0.0000;0.0000;2.5000;30.0000;5.0000;0.0000,0.3324
171.6309,11.5000,37.5000,11.5000,37.5000,0.0000,0.0000,2.9165,2.5000,8,2,82,8;2;2;7;1;5;6;0,0.0000;2.5000;0.0000;1.5000;0.0000;37.5000;7.5000;0.0000,0.3941
120.0000,0.0000,0.0000,1.0000,8.0000,9.0000,50.0000,1.0000,2.0000,6,1,10,3;0;0;1;0;1;0;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;0.0000;0.0000,0.2580
126.0614,0.0000,0.0000,5.0000,0.0000,5.0000,50.0000,1.2556,2.0000,6,1,22,2;0;1;2;1;1;1;0,0.0000;0.0000;0.0000;2.0000;0.0000;0.0000;3.0000;0.0000,0.2637
134.7418,1.0000,1.0000,8.0000,8.0000,14.0000,48.0000,1.4180,2.0000,6,1,32,3;1;0;2;1;1;4;0,0.0000;3.0000;0.0000;2.0000;0.0000;8.0000;3.0000;0.0000,0.2766
146.1216,0.0000,0.0000,10.0000,8.0000,20.0000,50.0000,1.6925,2.0000,7,2,50,6;1;1;4;1;2;5;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;9.0000;0.0000,0.2848
148.4738,1.7143,2.2857,6.0000,8.0000,10.0000,46.0000,1.7385,2.0000,7,2,59,6;1;1;4;1;2;3;1,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;6.0000;0.0000,0.2928
159.5686,0.0000,0.0000,10.5000,15.0000,29.5000,50.0000,2.5213,2.5000,7,2,72,11;1;1;5;2;4;5;0,0.0000;0.0000;0.0000;0.5000;2.5000;15.0000;7.5000;0.0000,0.2984
172.8348,0.0000,0.0000,11.5000,15.0000,26.5000,50.0000,2.7837,2.5000,8,2,87,10;2;2;6;1;3;6;1,0.0000;5.0000;0.0000;1.5000;0.0000;15.0000;5.0000;0.0000,0.3130
177.7951,2.7910,5.7090,11.0000,22.5000,25.0000,41.5000,2.8747,2.5000,8,3,98,11;3;2;8;3;4;7;0,0.0000;0.0000;0.0000;1.0000;2.5000;22.5000;7.5000;0.0000,0.3316
179.2234,15.0000,30.0000,15.0000,30.0000,0.0000,0.0000,3.2476,2.5000,9,3,116,14;2;5;7;2;6;9;0,0.0000;2.5000;0.0000;0.0000;0.0000;30.0000;12.5000;0.0000,0.3908
120.0000,0.0000,0.0000,1.0000,0.0000,1.0000,50.0000,1.0000,2.0000,6,1,10,4;0;0;3;0;0;0;0,0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000,0.2580
128.4040,0.0000,0.0000,4.0000,8.0000,12.0000,50.0000,1.2440,2.0000,6,1,24,3;1;1;2;0;1;2;0,0.0000;3.0000;0.0000;1.0000;0.0000;8.0000;0.0000;0.0000,0.2664
136.1765,2.5714,3.4286,6.0000,8.0000,8.0000,44.0000,1.5464,2.0000,6,1,31,5;0;1;2;1;1;3;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;6.0000;0.0000,0.2854
145.1948,2.5200,4.4800,9.0000,16.0000,18.0000,37.0000,1.5584,2.0000,7,1,49,6;1;1;4;1;3;3;0,0.0000;0.0000;0.0000;3.0000;0.0000;16.0000;6.0000;0.0000,0.2955
153.7210,0.0000,0.0000,11.0000,16.0000,28.0000,38.0000,1.8426,2.0000,7,2,59,6;1;2;7;1;2;5;0,0.0000;0.0000;0.0000;2.0000;0.0000;16.0000;9.0000;0.0000,0.2932
157.0615,0.6364,2.8636,5.0000,22.5000,24.0000,34.5000,2.3958,2.5000,7,2,69,8;1;1;4;3;4;4;0,0.0000;0.0000;0.0000;0.0000;2.5000;22.5000;2.5000;0.0000,0.3014
168.3684,9.5000,30.0000,9.5000,30.0000,0.0000,0.0000,2.6923,2.5000,8,2,88,9;2;2;6;1;7;5;0,0.0000;2.5000;0.0000;2.0000;0.0000;30.0000;5.0000;0.0000,0.3727
120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,1.0000,2.0000,6,1,10,2;1;0;0;1;0;0;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2580
126.4950,1.0000,0.0000,3.0000,0.0000,2.0000,49.0000,1.1188,2.0000,6,1,20,2;0;0;5;0;1;1;0,0.0000;0.0000;0.0000;3.0000;0.0000;0.0000;0.0000;0.0000,0.2663
136.9336,0.0000,0.0000,8.0000,8.0000,17.0000,50.0000,1.5559,2.0000,6,1,37,4;0;1;2;3;1;2;0,0.0000;0.0000;0.0000;2.0000;3.0000;8.0000;3.0000;0.0000,0.2752
143.1238,0.9524,3.0476,5.0000,16.0000,17.0000,46.0000,1.5100,2.0000,7,2,52,6;1;1;4;1;3;4;0,0.0000;0.0000;0.0000;2.0000;0.0000;16.0000;3.0000;0.0000,0.2871
151.9822,2.8947,2.1053,11.0000,8.0000,14.0000,41.0000,1.8051,2.0000,7,2,56,5;2;2;6;1;2;4;0,0.0000;0.0000;0.0000;2.0000;3.0000;8.0000;6.0000;0.0000,0.2998
159.8175,3.7955,2.2045,13.9167,8.0833,16.0000,35.0000,2.2240,2.5000,8,2,70,9;1;1;4;1;3;4;1,0.0000;2.5000;0.0000;1.0000;2.5000;7.5000;5.0000;3.5000,0.3091
164.2214,14.5000,22.5000,14.5000,22.5000,0.0000,0.0000,2.4094,2.5000,8,2,91,10;3;4;6;2;4;6;0,0.0000;2.5000;0.0000;2.0000;2.5000;22.5000;7.5000;0.0000,0.3624
120.0000,0.0000,0.0000,1.0000,0.0000,1.0000,50.0000,1.0000,2.0000,6,1,10,2;1;1;1;0;0;0;0,0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000,0.2580
128.7978,1.3333,2.6667,4.0000,8.0000,8.0000,46.0000,1.2626,2.0000,6,1,24,3;0;1;1;1;1;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;3.0000;0.0000,0.2736
135.5910,0.0000,0.0000,5.0000,8.0000,17.0000,50.0000,1.3028,2.0000,6,1,32,5;1;0;4;0;2;2;0,0.0000;0.0000;0.0000;2.0000;0.0000;8.0000;3.0000;0.0000,0.2744
144.7485,1.1111,0.8889,10.0000,8.0000,16.0000,48.0000,1.6668,2.0000,7,2,51,5;2;1;4;2;2;3;0,0.0000;0.0000;0.0000;1.0000;3.0000;8.0000;6.0000;0.0000,0.2861
150.0571,0.0909,2.9091,1.0000,32.0000,30.0000,45.0000,1.5575,2.0000,7,1,57,6;1;1;3;1;5;3;0,0.0000;0.0000;0.0000;1.0000;0.0000;32.0000;0.0000;0.0000,0.2937
161.4140,0.0000,0.0000,5.5000,7.5000,18.0000,50.0000,2.5885,2.5000,8,2,71,7;2;1;5;3;3;5;0,0.0000;0.0000;0.0000;0.5000;2.5000;7.5000;2.5000;0.0000,0.3010
169.0956,2.8966,3.1034,14.0000,15.0000,23.0000,44.0000,2.9207,2.5000,8,2,84,10;3;3;5;2;3;7;0,0.0000;0.0000;0.0000;1.5000;0.0000;15.0000;12.5000;0.0000,0.3187
179.5945,15.5000,30.0000,15.5000,30.0000,0.0000,0.0000,2.9656,2.5000,8,2,95,11;2;2;6;4;5;5;0,0.0000;2.5000;0.0000;0.5000;5.0000;30.0000;7.5000;0.0000,0.3963
120.0000,0.8889,7.1111,1.0000,8.0000,1.0000,42.0000,1.0000,2.0000,6,1,10,1;0;0;2;0;1;0;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;0.0000;0.0000,0.2713
126.6446,5.0000,4.0000,10.0000,8.0000,9.0000,33.0000,1.2121,2.0000,6,1,20,4;0;0;1;0;1;3;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;9.0000;0.0000,0.2799
135.2097,0.4286,0.5714,6.0000,8.0000,13.0000,32.0000,1.2745,2.0000,6,1,34,4;0;0;4;0;2;4;0,0.0000;0.0000;0.0000;3.0000;0.0000;8.0000;3.0000;0.0000,0.2751
145.7834,8.0000,24.0000,8.0000,24.0000,0.0000,0.0000,1.6997,2.0000,7,1,43,4;1;1;2;0;4;3;0,0.0000;0.0000;0.0000;2.0000;0.0000;24.0000;6.0000;0.0000,0.3391
120.0000,1.6364,4.3636,3.0000,8.0000,5.0000,44.0000,1.0000,2.0000,6,1,10,2;0;0;0;0;1;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;3.0000;0.0000,0.2680
128.0308,2.6667,5.3333,4.0000,8.0000,4.0000,36.0000,1.2808,2.0000,6,1,21,2;0;0;3;0;2;1;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;3.0000;0.0000,0.2798
138.0940,3.6000,6.4000,9.0000,16.0000,15.0000,26.0000,1.2660,2.0000,6,1,37,3;1;1;2;1;2;3;0,0.0000;3.0000;0.0000;0.0000;0.0000;16.0000;6.0000;0.0000,0.2934
146.4037,0.6000,2.4000,4.0000,16.0000,17.0000,23.0000,1.5795,2.0000,7,2,45,7;1;1;3;1;3;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;16.0000;3.0000;0.0000,0.2912
150.9156,17.0000,8.0000,17.0000,8.0000,0.0000,0.0000,1.7567,2.0000,7,1,51,7;1;1;4;1;2;5;0,0.0000;3.0000;0.0000;2.0000;0.0000;8.0000;12.0000;0.0000,0.3327
120.0000,4.0000,0.0000,6.0000,0.0000,2.0000,46.0000,1.0000,2.0000,6,1,10,2;0;0;0;1;0;1;0,0.0000;0.0000;0.0000;0.0000;3.0000;0.0000;3.0000;0.0000,0.2647
126.2725,0.0000,0.0000,3.0000,0.0000,7.0000,50.0000,1.1992,2.0000,6,1,24,6;1;0;1;0;2;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.0000;0.0000,0.2636
135.1059,1.8571,11.1429,4.0000,24.0000,15.0000,37.0000,1.5343,2.0000,6,1,37,4;0;1;2;0;4;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;24.0000;3.0000;0.0000,0.2944
144.4573,0.0000,0.0000,7.0000,0.0000,14.0000,44.0000,1.4727,2.0000,7,1,48,6;2;2;3;1;2;3;0,0.0000;3.0000;0.0000;1.0000;0.0000;0.0000;3.0000;0.0000,0.2830
152.0393,5.0000,12.0000,10.0000,24.0000,17.0000,27.0000,1.9283,2.0000,7,2,65,7;1;2;6;2;3;4;0,0.0000;3.0000;0.0000;4.0000;0.0000;24.0000;3.0000;0.0000,0.3181
160.8683,18.5000,15.0000,18.5000,15.0000,0.0000,0.0000,2.4509,2.5000,8,2,75,8;1;2;5;2;4;6;0,0.0000;2.5000;0.0000;1.0000;5.0000;15.0000;10.0000;0.0000,0.3553
120.0000,0.0000,0.0000,1.0000,0.0000,1.0000,50.0000,1.0000,2.0000,6,1,10,3;0;0;1;1;0;0;0,0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000,0.2580
126.2977,0.0000,0.0000,8.0000,0.0000,8.0000,50.0000,1.1090,2.0000,6,1,20,3;1;1;4;0;0;1;0,0.0000;3.0000;0.0000;2.0000;0.0000;0.0000;3.0000;0.0000,0.2644
136.3998,0.0000,0.0000,7.0000,8.0000,15.0000,50.0000,1.5659,2.0000,6,1,34,4;1;0;4;1;1;3;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;6.0000;0.0000,0.2751
144.7779,1.1579,0.8421,11.0000,8.0000,17.0000,48.0000,1.5849,2.0000,7,1,48,4;2;2;4;1;2;3;0,0.0000;0.0000;0.0000;2.0000;3.0000;8.0000;6.0000;0.0000,0.2868
155.6971,0.0000,0.0000,14.0000,8.0000,24.0000,50.0000,1.8992,2.0000,7,2,61,7;1;2;5;1;3;5;0,0.0000;3.0000;0.0000;2.0000;0.0000;8.0000;9.0000;0.0000,0.2954
155.3253,3.0161,7.9839,8.5000,22.5000,20.0000,39.0000,2.5125,2.5000,7,2,69,9;1;1;6;2;4;4;0,0.0000;2.5000;0.0000;1.0000;0.0000;22.5000;5.0000;0.0000,0.3116
163.2942,0.0000,0.0000,11.4167,15.5833,36.0000,48.0000,2.8883,2.5000,8,3,80,8;2;2;5;1;3;5;1,0.0000;0.0000;0.0000;1.0000;0.0000;15.0000;7.5000;3.5000,0.3017
178.0227,15.5000,37.5000,15.5000,37.5000,0.0000,0.0000,3.0501,2.5000,8,3,101,11;2;2;6;2;7;7;0,0.0000;5.0000;0.0000;0.5000;2.5000;37.5000;7.5000;0.0000,0.4055
120.0000,0.0000,0.0000,4.0000,0.0000,4.0000,50.0000,1.0000,2.0000,6,1,10,1;0;0;2;1;0;0;0,0.0000;0.0000;0.0000;1.0000;3.0000;0.0000;0.0000;0.0000,0.2580
129.8784,0.8182,2.1818,3.0000,8.0000,8.0000,47.0000,1.2830,2.0000,6,1,24,3;1;0;1;1;1;2;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;3.0000;0.0000,0.2734
137.1283,0.0000,0.0000,8.0000,0.0000,11.0000,50.0000,1.3921,2.0000,6,1,33,3;0;2;4;1;1;2;0,0.0000;0.0000;0.0000;2.0000;0.0000;0.0000;6.0000;0.0000,0.2762
147.0105,0.0000,0.0000,2.0000,0.0000,2.0000,50.0000,1.7430,2.0000,7,2,44,8;1;1;2;0;4;2;0,0.0000;0.0000;0.0000;2.0000;0.0000;0.0000;0.0000;0.0000,0.2872
155.6910,3.8070,3.1930,10.3333,8.6667,12.0000,43.0000,1.9314,2.0000,7,2,62,6;1;2;4;1;2;3;1,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;6.0000;4.0000,0.3069
162.3421,0.0000,0.0000,7.0000,15.0000,29.0000,50.0000,2.4212,2.5000,8,2,79,9;2;2;8;1;5;4;0,0.0000;2.5000;0.0000;2.0000;0.0000;15.0000;2.5000;0.0000,0.3007
162.6238,0.0000,0.0000,10.0000,22.5000,32.5000,50.0000,2.5560,2.5000,8,2,90,11;2;2;7;2;5;6;0,0.0000;2.5000;0.0000;0.0000;0.0000;22.5000;7.5000;0.0000,0.2988
174.1735,2.7368,10.2632,8.0000,30.0000,25.0000,37.0000,2.7083,2.5000,8,3,100,12;4;2;7;2;5;7;0,0.0000;2.5000;0.0000;3.0000;2.5000;30.0000;0.0000;0.0000,0.3339
178.9499,14.5000,22.5000,14.5000,22.5000,0.0000,0.0000,2.9801,2.5000,8,3,110,13;2;3;7;3;7;6;0,0.0000;2.5000;0.0000;2.0000;7.5000;22.5000;2.5000;0.0000,0.3783
120.0000,0.0000,0.0000,1.0000,0.0000,1.0000,50.0000,1.0000,2.0000,6,1,10,3;0;0;1;1;0;0;0,0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000,0.2580
128.3462,2.4000,9.6000,4.0000,16.0000,8.0000,38.0000,1.1633,2.0000,6,1,23,3;1;0;2;0;2;1;0,0.0000;0.0000;0.0000;1.0000;0.0000;16.0000;3.0000;0.0000,0.2865
136.5032,5.2941,4.7059,9.0000,8.0000,7.0000,28.0000,1.5463,2.0000,7,1,32,3;0;0;5;0;2;3;0,0.0000;0.0000;0.0000;3.0000;0.0000;8.0000;6.0000;0.0000,0.2923
141.8674,4.8889,7.1111,11.0000,16.0000,15.0000,16.0000,1.3805,2.0000,7,1,52,5;1;2;4;1;2;5;0,0.0000;0.0000;0.0000;2.0000;0.0000;16.0000;9.0000;0.0000,0.2988
147.6768,0.0000,0.0000,5.0000,8.0000,22.0000,25.0000,1.7084,2.0000,7,2,56,7;1;2;4;2;2;4;0,0.0000;0.0000;0.0000;2.0000;3.0000;8.0000;0.0000;0.0000,0.2857
156.8605,12.0000,15.0000,12.0000,15.0000,0.0000,0.0000,2.4969,2.5000,8,2,73,8;1;1;6;1;3;4;1,0.0000;2.5000;0.0000;2.0000;0.0000;15.0000;7.5000;0.0000,0.3395
120.0000,0.0000,3.0000,0.0000,8.0000,5.0000,47.0000,1.0000,2.0000,6,1,10,2;0;0;0;0;1;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;0.0000;0.0000,0.2630
129.0586,2.1429,2.8571,6.0000,8.0000,9.0000,42.0000,1.2987,2.0000,6,1,23,2;0;0;1;0;2;3;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;6.0000;0.0000,0.2758
134.1740,9.8621,12.1379,13.0000,16.0000,7.0000,20.0000,1.3865,2.0000,6,1,34,5;0;1;2;0;2;4;0,0.0000;0.0000;0.0000;1.0000;0.0000;16.0000;12.0000;0.0000,0.3088
145.4379,10.0000,24.0000,10.0000,24.0000,0.0000,0.0000,1.5785,2.0000,7,1,50,5;1;1;5;1;3;3;0,0.0000;3.0000;0.0000;4.0000;0.0000;24.0000;3.0000;0.0000,0.3406
120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,1.0000,2.0000,6,1,10,2;0;1;1;0;0;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2580
129.0970,2.1111,16.8889,3.0000,24.0000,8.0000,31.0000,1.1209,2.0000,6,1,23,3;0;0;1;0;3;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;24.0000;3.0000;0.0000,0.2992
137.3937,1.2000,4.8000,4.0000,16.0000,14.0000,25.0000,1.4347,2.0000,6,1,34,4;0;1;4;0;2;3;0,0.0000;0.0000;0.0000;1.0000;0.0000;16.0000;3.0000;0.0000,0.2864
138.8126,0.4762,1.5238,5.0000,16.0000,19.0000,23.0000,1.6117,2.0000,6,1,47,6;1;2;3;1;3;2;0,0.0000;0.0000;0.0000;2.0000;0.0000;16.0000;3.0000;0.0000,0.2790
152.1866,0.0000,0.0000,8.0000,8.0000,24.0000,31.0000,1.8551,2.0000,7,2,58,5;1;1;5;1;4;4;0,0.0000;0.0000;0.0000;2.0000;3.0000;8.0000;3.0000;0.0000,0.2913
160.0457,6.0000,30.0000,6.0000,30.0000,0.0000,0.0000,2.5401,2.5000,7,2,71,8;1;2;6;1;5;4;0,0.0000;0.0000;0.0000;1.0000;0.0000;30.0000;5.0000;0.0000,0.3592
120.0000,0.0000,0.0000,6.0000,0.0000,6.0000,50.0000,1.0000,2.0000,6,1,10,2;1;0;0;1;0;0;0,0.0000;3.0000;0.0000;0.0000;3.0000;0.0000;0.0000;0.0000,0.2580
127.7787,6.3529,5.6471,9.0000,8.0000,5.0000,38.0000,1.2288,2.0000,6,1,21,2;1;1;1;0;1;2;0,0.0000;3.0000;0.0000;0.0000;0.0000;8.0000;6.0000;0.0000,0.2862
135.9364,3.0000,8.0000,6.0000,16.0000,11.0000,27.0000,1.3057,2.0000,6,1,35,5;0;0;3;1;2;3;0,0.0000;0.0000;0.0000;0.0000;3.0000;16.0000;3.0000;0.0000,0.2926
145.4725,0.0000,0.0000,6.0000,0.0000,20.0000,41.0000,1.6162,2.0000,7,1,45,6;1;3;3;0;3;2;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;6.0000;0.0000,0.2850
151.6973,0.0000,0.0000,13.0000,8.0000,28.0000,48.0000,1.7651,2.0000,7,1,61,6;1;1;5;1;2;3;1,0.0000;3.0000;0.0000;1.0000;3.0000;8.0000;6.0000;0.0000,0.2901
164.9627,0.0000,0.0000,7.5000,7.5000,17.0000,50.0000,2.3835,2.5000,7,2,65,7;1;2;5;2;4;3;0,0.0000;0.0000;0.0000;0.0000;2.5000;7.5000;5.0000;0.0000,0.3070
169.3818,0.0000,0.0000,16.0000,15.0000,31.0000,50.0000,2.7528,2.5000,9,3,84,10;2;2;6;3;4;5;0,0.0000;0.0000;0.0000;1.0000;5.0000;15.0000;10.0000;0.0000,0.3090
178.9906,0.0000,0.0000,21.0000,22.5000,43.5000,50.0000,2.7814,2.5000,9,3,104,10;2;2;8;2;7;7;0,0.0000;2.5000;0.0000;1.0000;5.0000;22.5000;12.5000;0.0000,0.3179
183.2579,0.9074,2.5926,10.5000,30.0000,37.0000,46.5000,2.9858,2.5000,9,3,108,10;3;4;7;3;6;6;0,0.0000;0.0000;0.0000;0.5000;7.5000;30.0000;2.5000;0.0000,0.3286
193.5448,11.0000,45.0000,11.0000,45.0000,0.0000,0.0000,3.3820,2.5000,9,3,117,12;3;3;8;3;7;7;0,0.0000;0.0000;0.0000;1.0000;5.0000;45.0000;5.0000;0.0000,0.4280
120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,1.0000,2.0000,6,1,10,1;2;1;0;0;0;0;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2580
129.3144,1.3333,2.6667,4.0000,8.0000,8.0000,46.0000,1.1727,2.0000,6,1,24,3;0;1;1;0;2;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;3.0000;0.0000,0.2743
135.5885,4.5833,5.4167,7.3333,8.6667,6.0000,36.0000,1.3703,2.0000,6,1,34,4;0;0;2;0;1;2;1,0.0000;0.0000;0.0000;1.0000;0.0000;8.0000;3.0000;4.0000,0.2907
143.6464,0.0000,0.0000,16.0000,0.0000,27.0000,47.0000,1.5218,2.0000,7,1,53,6;1;1;3;2;2;5;0,0.0000;0.0000;0.0000;1.0000;3.0000;0.0000;12.0000;0.0000,0.2809
150.3591,0.0000,0.0000,3.0000,8.0000,14.0000,50.0000,1.7327,2.0000,7,2,59,6;1;3;3;1;3;5;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;3.0000;0.0000,0.2887
163.4058,2.0645,1.9355,16.0000,15.0000,27.0000,46.0000,2.6374,2.5000,8,2,71,7;2;2;5;3;3;4;0,0.0000;5.0000;0.0000;1.0000;2.5000;15.0000;7.5000;0.0000,0.3103
170.8877,0.0000,0.0000,15.5000,0.0000,19.5000,50.0000,2.6174,2.5000,8,3,86,11;3;3;6;1;5;5;0,0.0000;2.5000;0.0000;0.5000;2.5000;0.0000;10.0000;0.0000,0.3107
174.1201,0.0000,0.0000,15.5000,22.5000,38.0000,50.0000,2.9774,2.5000,8,3,93,9;2;3;6;1;5;9;0,0.0000;2.5000;0.0000;0.5000;0.0000;22.5000;12.5000;0.0000,0.3136
187.0488,0.0000,0.0000,10.5000,22.5000,33.0000,50.0000,3.1829,2.5000,9,2,103,16;2;3;7;2;6;6;0,0.0000;2.5000;0.0000;0.5000;0.0000;22.5000;7.5000;0.0000,0.3288
190.0986,0.0000,0.0000,17.0000,22.5000,39.5000,50.0000,3.0357,2.5000,8,3,125,13;3;3;9;2;6;7;1,0.0000;2.5000;0.0000;2.0000;2.5000;22.5000;10.0000;0.0000,0.3285
195.4849,0.0000,0.0000,4.0000,28.0000,32.0000,50.0000,3.9238,3.0000,9,3,143,15;3;4;10;3;9;9;0,0.0000;0.0000;0.0000;0.0000;0.0000;28.0000;4.0000;0.0000,0.3320
213.5977,0.0000,0.0000,18.0000,21.0000,39.0000,50.0000,4.1707,3.0000,10,4,154,15;3;5;12;3;8;12;0,0.0000;6.0000;0.0000;0.0000;2.0000;21.0000;10.0000;0.0000,0.3540
215.0445,0.0000,0.0000,8.0000,28.0000,36.0000,50.0000,4.1928,3.0000,10,4,157,15;5;4;10;3;10;10;0,0.0000;2.0000;0.0000;0.0000;0.0000;28.0000;6.0000;0.0000,0.3553
233.2621,16.0000,42.0000,16.0000,42.0000,0.0000,0.0000,4.5424,3.0000,11,4,171,21;5;4;12;3;9;13;0,0.0000;2.0000;0.0000;0.0000;0.0000;42.0000;14.0000;0.0000,0.4735
120.0000,0.0000,0.0000,4.0000,0.0000,4.0000,50.0000,1.0000,2.0000,6,1,10,0;0;0;2;0;0;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;3.0000;0.0000,0.2580
127.6527,1.4211,7.5789,3.0000,16.0000,10.0000,41.0000,1.2735,2.0000,6,1,23,2;0;0;1;0;2;3;0,0.0000;0.0000;0.0000;0.0000;0.0000;16.0000;3.0000;0.0000,0.2806
136.0646,3.4737,2.5263,11.0000,8.0000,13.0000,35.0000,1.3256,2.0000,6,1,37,6;0;2;3;0;2;3;0,0.0000;0.0000;0.0000;2.0000;0.0000;8.0000;9.0000;0.0000,0.2840
145.5179,2.4000,1.6000,12.0000,8.0000,16.0000,31.0000,1.5205,2.0000,7,1,47,4;1;1;9;0;2;3;0,0.0000;3.0000;0.0000;3.0000;0.0000;8.0000;6.0000;0.0000,0.2913
152.3680,11.0000,32.0000,11.0000,32.0000,0.0000,0.0000,1.6577,2.0000,7,2,62,7;1;1;6;1;4;4;0,0.0000;0.0000;0.0000;2.0000;0.0000;32.0000;9.0000;0.0000,0.3624
120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,1.0000,2.0000,6,1,10,0;0;1;1;0;1;0;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2580
129.5150,0.5294,8.4706,1.0000,16.0000,8.0000,41.0000,1.1322,2.0000,6,1,21,3;0;0;1;0;2;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;16.0000;0.0000;0.0000,0.2835
135.1158,0.0000,0.0000,1.0000,0.0000,8.0000,48.0000,1.4377,2.0000,6,1,31,4;0;0;3;1;2;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000,0.2740
141.5839,4.1176,9.8824,10.0000,24.0000,20.0000,34.0000,1.7029,2.0000,7,1,44,8;1;1;3;0;3;3;0,0.0000;3.0000;0.0000;1.0000;0.0000;24.0000;6.0000;0.0000,0.3033
151.4448,0.0000,0.0000,7.0000,8.0000,21.0000,40.0000,1.8279,2.0000,7,2,62,8;1;1;4;1;4;5;0,0.0000;3.0000;0.0000;1.0000;0.0000;8.0000;3.0000;0.0000,0.2895
157.1466,0.0000,0.0000,5.5000,22.5000,30.0000,42.0000,2.4803,2.5000,8,2,75,7;1;3;4;1;5;6;0,0.0000;0.0000;0.0000;0.5000;2.5000;22.5000;2.5000;0.0000,0.2945
163.2856,0.0000,0.0000,5.5000,22.5000,36.0000,50.0000,2.8373,2.5000,8,3,85,10;2;2;5;2;5;6;0,0.0000;2.5000;0.0000;0.5000;0.0000;22.5000;2.5000;0.0000,0.3007
176.6137,0.0000,0.0000,13.0000,22.5000,35.5000,50.0000,2.8662,2.5000,8,3,99,11;3;2;6;2;6;7;0,0.0000;5.0000;0.0000;0.5000;0.0000;22.5000;7.5000;0.0000,0.3157
