GameNumber,RunNumber,ManaUsed,PlayerHealth,PlayerHealing,DamageToPlayer,EnemyCount,EnemyTypeCounts,PlayerSpeed,PlayerDefense,AIScorePercent
111,6,71.00,0.00,0.00,37.00,30.00,"Skeleton Unarmed=10; Skeleton Sword=9; Skeleton Shield=2; Skeleton Spear=5; Skeleton Sword & Shield=0; Skeleton Mage=3; Skeleton Bow=1; Skeleton Leader=0",3.05,1.00,0.00
112,1,10.00,46.00,8.00,12.00,3.00,"Skeleton Unarmed=0; Skeleton Sword=0; Skeleton Shield=1; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=0; Skeleton Leader=0",1.50,0.50,0.00
112,2,24.00,49.50,15.00,11.50,10.00,"Skeleton Unarmed=2; Skeleton Sword=0; Skeleton Shield=1; Skeleton Spear=4; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=2; Skeleton Leader=0",1.66,0.50,0.00
112,3,34.00,35.00,13.00,27.50,12.00,"Skeleton Unarmed=3; Skeleton Sword=1; Skeleton Shield=2; Skeleton Spear=2; Skeleton Sword & Shield=2; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",1.94,0.50,0.00
112,4,42.00,41.00,31.00,25.00,15.00,"Skeleton Unarmed=4; Skeleton Sword=1; Skeleton Shield=1; Skeleton Spear=3; Skeleton Sword & Shield=3; Skeleton Mage=1; Skeleton Bow=2; Skeleton Leader=0",2.04,0.50,0.00
112,5,60.00,40.50,23.00,23.50,22.00,"Skeleton Unarmed=6; Skeleton Sword=1; Skeleton Shield=3; Skeleton Spear=4; Skeleton Sword & Shield=3; Skeleton Mage=2; Skeleton Bow=3; Skeleton Leader=0",2.35,0.50,0.00
112,6,75.00,50.00,23.50,14.00,29.00,"Skeleton Unarmed=9; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=6; Skeleton Sword & Shield=4; Skeleton Mage=2; Skeleton Bow=2; Skeleton Leader=0",2.83,1.00,0.00
112,7,82.00,31.00,24.00,43.00,27.00,"Skeleton Unarmed=8; Skeleton Sword=2; Skeleton Shield=4; Skeleton Spear=5; Skeleton Sword & Shield=2; Skeleton Mage=3; Skeleton Bow=2; Skeleton Leader=1",3.38,1.00,0.00
112,8,89.00,0.00,0.00,31.00,33.00,"Skeleton Unarmed=9; Skeleton Sword=4; Skeleton Shield=3; Skeleton Spear=6; Skeleton Sword & Shield=4; Skeleton Mage=3; Skeleton Bow=4; Skeleton Leader=0",3.49,1.00,0.00
113,1,10.00,50.00,5.50,5.50,4.00,"Skeleton Unarmed=2; Skeleton Sword=1; Skeleton Shield=0; Skeleton Spear=0; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=0",1.50,0.50,0.00
113,2,20.00,44.50,4.00,9.50,8.00,"Skeleton Unarmed=2; Skeleton Sword=1; Skeleton Shield=2; Skeleton Spear=2; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=0; Skeleton Leader=0",1.76,0.50,0.00
113,3,35.00,50.00,11.50,6.00,15.00,"Skeleton Unarmed=5; Skeleton Sword=1; Skeleton Shield=2; Skeleton Spear=4; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=1; Skeleton Leader=0",1.99,0.50,0.00
113,4,44.00,50.00,7.50,7.50,18.00,"Skeleton Unarmed=5; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=4; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=2; Skeleton Leader=0",2.08,0.50,0.00
113,5,54.00,50.00,16.00,16.00,23.00,"Skeleton Unarmed=7; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=7; Skeleton Sword & Shield=1; Skeleton Mage=2; Skeleton Bow=1; Skeleton Leader=0",2.27,0.50,0.00
113,6,69.00,40.00,16.00,26.00,28.00,"Skeleton Unarmed=8; Skeleton Sword=2; Skeleton Shield=5; Skeleton Spear=7; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=2; Skeleton Leader=0",2.80,1.00,0.00
113,7,87.00,0.00,0.00,46.00,35.00,"Skeleton Unarmed=10; Skeleton Sword=3; Skeleton Shield=6; Skeleton Spear=8; Skeleton Sword & Shield=1; Skeleton Mage=4; Skeleton Bow=3; Skeleton Leader=0",3.23,1.00,0.00
114,1,10.00,50.00,2.00,2.00,6.00,"Skeleton Unarmed=4; Skeleton Sword=0; Skeleton Shield=2; Skeleton Spear=0; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=0",1.50,0.50,0.00
114,2,24.00,50.00,5.00,5.00,15.00,"Skeleton Unarmed=10; Skeleton Sword=0; Skeleton Shield=3; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=0",1.68,0.50,0.00
114,3,36.00,50.00,6.00,6.00,17.00,"Skeleton Unarmed=9; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=1; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",1.90,0.50,0.00
114,4,47.00,50.00,13.00,13.00,25.00,"Skeleton Unarmed=14; Skeleton Sword=3; Skeleton Shield=4; Skeleton Spear=2; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=0",2.06,0.50,0.00
114,5,53.00,50.00,15.50,15.50,28.00,"Skeleton Unarmed=15; Skeleton Sword=2; Skeleton Shield=5; Skeleton Spear=3; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=2; Skeleton Leader=0",2.23,0.50,0.00
114,6,72.00,50.00,8.00,8.00,37.00,"Skeleton Unarmed=20; Skeleton Sword=3; Skeleton Shield=6; Skeleton Spear=3; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=3; Skeleton Leader=0",2.94,1.00,0.00
114,7,87.00,50.00,14.00,14.00,46.00,"Skeleton Unarmed=26; Skeleton Sword=4; Skeleton Shield=6; Skeleton Spear=5; Skeleton Sword & Shield=2; Skeleton Mage=1; Skeleton Bow=2; Skeleton Leader=0",2.98,1.00,0.00
114,8,104.00,50.00,20.00,20.00,53.00,"Skeleton Unarmed=29; Skeleton Sword=5; Skeleton Shield=7; Skeleton Spear=5; Skeleton Sword & Shield=3; Skeleton Mage=1; Skeleton Bow=3; Skeleton Leader=0",3.39,1.00,0.00
114,9,111.00,50.00,34.00,34.00,56.00,"Skeleton Unarmed=29; Skeleton Sword=4; Skeleton Shield=11; Skeleton Spear=5; Skeleton Sword & Shield=2; Skeleton Mage=1; Skeleton Bow=4; Skeleton Leader=0",3.54,1.00,0.00
114,10,120.00,50.00,17.00,17.00,60.00,"Skeleton Unarmed=32; Skeleton Sword=4; Skeleton Shield=13; Skeleton Spear=4; Skeleton Sword & Shield=3; Skeleton Mage=1; Skeleton Bow=3; Skeleton Leader=0",4.01,1.00,0.00
114,11,137.00,50.00,17.50,17.50,70.00,"Skeleton Unarmed=38; Skeleton Sword=6; Skeleton Shield=11; Skeleton Spear=5; Skeleton Sword & Shield=3; Skeleton Mage=1; Skeleton Bow=6; Skeleton Leader=0",4.81,1.50,0.00
114,12,146.00,50.00,15.00,15.00,78.00,"Skeleton Unarmed=45; Skeleton Sword=6; Skeleton Shield=13; Skeleton Spear=6; Skeleton Sword & Shield=3; Skeleton Mage=1; Skeleton Bow=4; Skeleton Leader=0",4.48,1.50,0.00
114,13,150.00,50.00,19.00,19.00,73.00,"Skeleton Unarmed=42; Skeleton Sword=6; Skeleton Shield=11; Skeleton Spear=5; Skeleton Sword & Shield=3; Skeleton Mage=1; Skeleton Bow=4; Skeleton Leader=1",4.91,1.50,0.00
114,14,181.00,50.00,17.50,17.50,90.00,"Skeleton Unarmed=49; Skeleton Sword=6; Skeleton Shield=14; Skeleton Spear=7; Skeleton Sword & Shield=6; Skeleton Mage=2; Skeleton Bow=6; Skeleton Leader=0",4.96,1.50,0.00
114,15,179.00,50.00,17.50,17.50,91.00,"Skeleton Unarmed=51; Skeleton Sword=8; Skeleton Shield=14; Skeleton Spear=6; Skeleton Sword & Shield=5; Skeleton Mage=2; Skeleton Bow=5; Skeleton Leader=0",5.80,1.50,0.00
114,16,198.00,50.00,13.00,13.00,101.00,"Skeleton Unarmed=56; Skeleton Sword=9; Skeleton Shield=15; Skeleton Spear=7; Skeleton Sword & Shield=5; Skeleton Mage=2; Skeleton Bow=7; Skeleton Leader=0",6.16,2.00,0.00
114,17,208.00,50.00,23.00,23.00,106.00,"Skeleton Unarmed=59; Skeleton Sword=8; Skeleton Shield=17; Skeleton Spear=8; Skeleton Sword & Shield=6; Skeleton Mage=2; Skeleton Bow=6; Skeleton Leader=0",6.58,2.00,0.00
114,18,231.00,50.00,22.00,22.00,119.00,"Skeleton Unarmed=67; Skeleton Sword=10; Skeleton Shield=18; Skeleton Spear=8; Skeleton Sword & Shield=4; Skeleton Mage=4; Skeleton Bow=8; Skeleton Leader=0",6.36,2.00,0.00
114,19,235.00,50.00,34.00,34.00,119.00,"Skeleton Unarmed=67; Skeleton Sword=9; Skeleton Shield=18; Skeleton Spear=8; Skeleton Sword & Shield=5; Skeleton Mage=5; Skeleton Bow=7; Skeleton Leader=0",6.65,2.00,0.00
114,20,247.00,50.00,32.00,32.00,127.00,"Skeleton Unarmed=72; Skeleton Sword=12; Skeleton Shield=18; Skeleton Spear=8; Skeleton Sword & Shield=5; Skeleton Mage=4; Skeleton Bow=8; Skeleton Leader=0",6.71,2.00,0.00
114,21,261.00,50.00,41.00,41.00,135.00,"Skeleton Unarmed=77; Skeleton Sword=10; Skeleton Shield=19; Skeleton Spear=10; Skeleton Sword & Shield=6; Skeleton Mage=4; Skeleton Bow=9; Skeleton Leader=0",7.24,2.50,0.00
114,22,274.00,50.00,33.50,33.50,141.00,"Skeleton Unarmed=80; Skeleton Sword=10; Skeleton Shield=22; Skeleton Spear=9; Skeleton Sword & Shield=7; Skeleton Mage=3; Skeleton Bow=10; Skeleton Leader=0",8.16,2.50,0.00
114,23,285.00,50.00,23.50,23.50,147.00,"Skeleton Unarmed=84; Skeleton Sword=13; Skeleton Shield=20; Skeleton Spear=10; Skeleton Sword & Shield=8; Skeleton Mage=3; Skeleton Bow=9; Skeleton Leader=0",8.07,2.50,0.00
114,24,302.00,50.00,28.00,28.00,158.00,"Skeleton Unarmed=93; Skeleton Sword=11; Skeleton Shield=22; Skeleton Spear=10; Skeleton Sword & Shield=8; Skeleton Mage=4; Skeleton Bow=10; Skeleton Leader=0",8.00,2.50,0.00
114,25,302.00,50.00,17.50,17.50,156.00,"Skeleton Unarmed=90; Skeleton Sword=11; Skeleton Shield=23; Skeleton Spear=10; Skeleton Sword & Shield=8; Skeleton Mage=4; Skeleton Bow=10; Skeleton Leader=0",8.24,2.50,0.00
114,26,322.00,50.00,13.00,13.00,164.00,"Skeleton Unarmed=96; Skeleton Sword=12; Skeleton Shield=22; Skeleton Spear=12; Skeleton Sword & Shield=7; Skeleton Mage=4; Skeleton Bow=10; Skeleton Leader=1",9.05,3.00,0.00
114,27,335.00,50.00,28.00,28.00,177.00,"Skeleton Unarmed=103; Skeleton Sword=16; Skeleton Shield=23; Skeleton Spear=12; Skeleton Sword & Shield=7; Skeleton Mage=4; Skeleton Bow=12; Skeleton Leader=0",9.07,3.00,0.00
114,28,347.00,50.00,13.00,13.00,180.00,"Skeleton Unarmed=105; Skeleton Sword=13; Skeleton Shield=23; Skeleton Spear=13; Skeleton Sword & Shield=9; Skeleton Mage=6; Skeleton Bow=11; Skeleton Leader=0",9.75,3.00,0.00
114,29,364.00,50.00,36.00,36.00,186.00,"Skeleton Unarmed=109; Skeleton Sword=14; Skeleton Shield=23; Skeleton Spear=14; Skeleton Sword & Shield=7; Skeleton Mage=6; Skeleton Bow=12; Skeleton Leader=1",9.77,3.00,0.00
114,30,364.00,50.00,18.00,18.00,188.00,"Skeleton Unarmed=113; Skeleton Sword=14; Skeleton Shield=22; Skeleton Spear=12; Skeleton Sword & Shield=7; Skeleton Mage=6; Skeleton Bow=13; Skeleton Leader=1",10.60,3.00,0.00
114,31,390.00,50.00,11.00,11.00,204.00,"Skeleton Unarmed=123; Skeleton Sword=15; Skeleton Shield=26; Skeleton Spear=14; Skeleton Sword & Shield=7; Skeleton Mage=6; Skeleton Bow=12; Skeleton Leader=1",10.65,3.50,0.00
114,32,392.00,50.00,3.00,3.00,201.00,"Skeleton Unarmed=120; Skeleton Sword=15; Skeleton Shield=24; Skeleton Spear=13; Skeleton Sword & Shield=8; Skeleton Mage=7; Skeleton Bow=13; Skeleton Leader=1",10.97,3.50,0.00
114,33,408.00,50.00,0.00,0.00,213.00,"Skeleton Unarmed=130; Skeleton Sword=16; Skeleton Shield=25; Skeleton Spear=13; Skeleton Sword & Shield=8; Skeleton Mage=7; Skeleton Bow=13; Skeleton Leader=1",10.90,3.50,0.00
114,34,420.00,50.00,20.00,20.00,218.00,"Skeleton Unarmed=131; Skeleton Sword=19; Skeleton Shield=25; Skeleton Spear=14; Skeleton Sword & Shield=8; Skeleton Mage=7; Skeleton Bow=13; Skeleton Leader=1",10.86,3.50,0.00
114,35,420.00,50.00,12.50,12.50,222.00,"Skeleton Unarmed=136; Skeleton Sword=17; Skeleton Shield=24; Skeleton Spear=16; Skeleton Sword & Shield=8; Skeleton Mage=7; Skeleton Bow=13; Skeleton Leader=1",11.26,3.50,0.00
114,36,436.00,50.00,15.00,15.00,226.00,"Skeleton Unarmed=136; Skeleton Sword=18; Skeleton Shield=27; Skeleton Spear=14; Skeleton Sword & Shield=8; Skeleton Mage=8; Skeleton Bow=14; Skeleton Leader=1",11.62,4.00,0.00
114,37,460.00,50.00,4.00,4.00,237.00,"Skeleton Unarmed=142; Skeleton Sword=20; Skeleton Shield=26; Skeleton Spear=15; Skeleton Sword & Shield=10; Skeleton Mage=8; Skeleton Bow=15; Skeleton Leader=1",12.44,4.00,0.00
114,38,465.00,50.00,8.00,8.00,236.00,"Skeleton Unarmed=143; Skeleton Sword=19; Skeleton Shield=25; Skeleton Spear=15; Skeleton Sword & Shield=9; Skeleton Mage=8; Skeleton Bow=15; Skeleton Leader=2",13.05,4.00,0.00
114,39,483.00,50.00,11.00,11.00,249.00,"Skeleton Unarmed=151; Skeleton Sword=20; Skeleton Shield=25; Skeleton Spear=16; Skeleton Sword & Shield=10; Skeleton Mage=11; Skeleton Bow=15; Skeleton Leader=1",12.20,4.00,0.00
114,40,499.00,50.00,7.00,7.00,260.00,"Skeleton Unarmed=157; Skeleton Sword=23; Skeleton Shield=27; Skeleton Spear=17; Skeleton Sword & Shield=9; Skeleton Mage=10; Skeleton Bow=16; Skeleton Leader=1",12.76,4.00,0.00
114,41,509.00,50.00,7.50,7.50,261.00,"Skeleton Unarmed=156; Skeleton Sword=22; Skeleton Shield=27; Skeleton Spear=16; Skeleton Sword & Shield=10; Skeleton Mage=11; Skeleton Bow=18; Skeleton Leader=1",13.23,4.50,0.00
114,42,524.00,50.00,7.00,7.00,268.00,"Skeleton Unarmed=159; Skeleton Sword=23; Skeleton Shield=27; Skeleton Spear=18; Skeleton Sword & Shield=11; Skeleton Mage=11; Skeleton Bow=18; Skeleton Leader=1",13.53,4.50,0.00
114,43,542.00,50.00,6.50,6.50,278.00,"Skeleton Unarmed=164; Skeleton Sword=26; Skeleton Shield=26; Skeleton Spear=20; Skeleton Sword & Shield=11; Skeleton Mage=11; Skeleton Bow=19; Skeleton Leader=1",13.52,4.50,0.00
114,44,550.00,50.00,3.00,3.00,281.00,"Skeleton Unarmed=167; Skeleton Sword=25; Skeleton Shield=27; Skeleton Spear=19; Skeleton Sword & Shield=10; Skeleton Mage=14; Skeleton Bow=18; Skeleton Leader=1",13.97,4.50,0.00
114,45,561.00,50.00,19.50,19.50,285.00,"Skeleton Unarmed=169; Skeleton Sword=26; Skeleton Shield=28; Skeleton Spear=18; Skeleton Sword & Shield=12; Skeleton Mage=13; Skeleton Bow=18; Skeleton Leader=1",14.03,4.50,0.00
114,46,587.00,50.00,15.00,15.00,292.00,"Skeleton Unarmed=172; Skeleton Sword=27; Skeleton Shield=28; Skeleton Spear=19; Skeleton Sword & Shield=11; Skeleton Mage=14; Skeleton Bow=19; Skeleton Leader=2",15.35,5.00,0.00
114,47,595.00,50.00,10.00,10.00,301.00,"Skeleton Unarmed=176; Skeleton Sword=30; Skeleton Shield=28; Skeleton Spear=20; Skeleton Sword & Shield=11; Skeleton Mage=15; Skeleton Bow=20; Skeleton Leader=1",15.61,5.00,0.00
114,48,593.00,50.00,0.00,0.00,293.00,"Skeleton Unarmed=171; Skeleton Sword=27; Skeleton Shield=27; Skeleton Spear=20; Skeleton Sword & Shield=11; Skeleton Mage=15; Skeleton Bow=20; Skeleton Leader=2",15.75,5.00,0.00
114,49,610.00,50.00,15.00,15.00,302.00,"Skeleton Unarmed=174; Skeleton Sword=29; Skeleton Shield=28; Skeleton Spear=20; Skeleton Sword & Shield=12; Skeleton Mage=18; Skeleton Bow=20; Skeleton Leader=1",15.47,5.00,0.00
114,50,618.00,50.00,5.00,5.00,306.00,"Skeleton Unarmed=175; Skeleton Sword=29; Skeleton Shield=29; Skeleton Spear=22; Skeleton Sword & Shield=12; Skeleton Mage=18; Skeleton Bow=20; Skeleton Leader=1",15.71,5.00,0.00
115,1,10.00,50.00,1.00,1.00,6.00,"Skeleton Unarmed=4; Skeleton Sword=2; Skeleton Shield=0; Skeleton Spear=0; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=0",1.50,0.50,0.00
115,2,23.00,50.00,9.00,9.00,14.00,"Skeleton Unarmed=8; Skeleton Sword=2; Skeleton Shield=1; Skeleton Spear=3; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=0",1.61,0.50,0.00
115,3,38.00,50.00,17.00,17.00,21.00,"Skeleton Unarmed=13; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",2.01,0.50,0.00
115,4,50.00,50.00,19.50,19.50,25.00,"Skeleton Unarmed=15; Skeleton Sword=3; Skeleton Shield=2; Skeleton Spear=1; Skeleton Sword & Shield=2; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",2.18,0.50,0.00
115,5,57.00,45.50,23.00,27.50,24.00,"Skeleton Unarmed=15; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=1; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=1",2.26,0.50,0.00
115,6,75.00,50.00,21.50,17.00,40.00,"Skeleton Unarmed=25; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=3; Skeleton Sword & Shield=2; Skeleton Mage=2; Skeleton Bow=2; Skeleton Leader=0",2.93,1.00,0.00
115,7,81.00,50.00,35.00,35.00,39.00,"Skeleton Unarmed=22; Skeleton Sword=4; Skeleton Shield=3; Skeleton Spear=2; Skeleton Sword & Shield=1; Skeleton Mage=4; Skeleton Bow=3; Skeleton Leader=0",3.36,1.00,0.00
115,8,93.00,50.00,34.00,34.00,44.00,"Skeleton Unarmed=24; Skeleton Sword=5; Skeleton Shield=3; Skeleton Spear=3; Skeleton Sword & Shield=2; Skeleton Mage=4; Skeleton Bow=3; Skeleton Leader=0",3.47,1.00,0.00
115,9,108.00,50.00,39.00,39.00,48.00,"Skeleton Unarmed=27; Skeleton Sword=4; Skeleton Shield=4; Skeleton Spear=4; Skeleton Sword & Shield=2; Skeleton Mage=3; Skeleton Bow=3; Skeleton Leader=1",3.61,1.00,0.00
115,10,115.00,50.00,36.00,36.00,52.00,"Skeleton Unarmed=30; Skeleton Sword=5; Skeleton Shield=4; Skeleton Spear=3; Skeleton Sword & Shield=2; Skeleton Mage=3; Skeleton Bow=4; Skeleton Leader=1",4.01,1.00,0.00
115,11,135.00,50.00,25.00,25.00,67.00,"Skeleton Unarmed=36; Skeleton Sword=6; Skeleton Shield=5; Skeleton Spear=6; Skeleton Sword & Shield=2; Skeleton Mage=4; Skeleton Bow=8; Skeleton Leader=0",4.39,1.50,0.00
115,12,147.00,0.00,0.00,57.00,70.00,"Skeleton Unarmed=36; Skeleton Sword=8; Skeleton Shield=7; Skeleton Spear=5; Skeleton Sword & Shield=3; Skeleton Mage=4; Skeleton Bow=7; Skeleton Leader=0",4.72,1.50,0.00
116,1,10.00,50.00,2.50,2.50,5.00,"Skeleton Unarmed=2; Skeleton Sword=1; Skeleton Shield=0; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=0",1.50,0.50,0.00
116,2,24.00,43.00,8.00,15.00,10.00,"Skeleton Unarmed=0; Skeleton Sword=1; Skeleton Shield=2; Skeleton Spear=6; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=0",1.70,0.50,0.00
116,3,35.00,48.50,18.00,12.50,14.00,"Skeleton Unarmed=2; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=5; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=0",1.83,0.50,0.00
116,4,48.00,44.00,18.00,22.50,15.00,"Skeleton Unarmed=2; Skeleton Sword=3; Skeleton Shield=2; Skeleton Spear=5; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=2; Skeleton Leader=1",1.89,0.50,0.00
116,5,65.00,49.00,39.00,34.00,27.00,"Skeleton Unarmed=6; Skeleton Sword=4; Skeleton Shield=5; Skeleton Spear=8; Skeleton Sword & Shield=2; Skeleton Mage=0; Skeleton Bow=2; Skeleton Leader=0",2.00,0.50,0.00
116,6,68.00,28.00,25.00,46.00,24.00,"Skeleton Unarmed=2; Skeleton Sword=5; Skeleton Shield=3; Skeleton Spear=8; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=2; Skeleton Leader=0",2.93,1.00,0.00
116,7,86.00,0.00,0.00,33.00,28.00,"Skeleton Unarmed=4; Skeleton Sword=6; Skeleton Shield=4; Skeleton Spear=8; Skeleton Sword & Shield=2; Skeleton Mage=1; Skeleton Bow=2; Skeleton Leader=1",2.99,1.00,0.00
117,1,10.00,50.00,4.50,4.50,4.00,"Skeleton Unarmed=2; Skeleton Sword=0; Skeleton Shield=0; Skeleton Spear=0; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",1.50,0.50,0.00
117,2,24.00,50.00,2.50,2.50,9.00,"Skeleton Unarmed=2; Skeleton Sword=0; Skeleton Shield=4; Skeleton Spear=1; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=0",1.73,0.50,0.00
117,3,36.00,40.00,10.00,20.00,14.00,"Skeleton Unarmed=5; Skeleton Sword=1; Skeleton Shield=1; Skeleton Spear=2; Skeleton Sword & Shield=1; Skeleton Mage=2; Skeleton Bow=2; Skeleton Leader=0",2.03,0.50,0.00
117,4,45.00,42.00,22.00,20.00,18.00,"Skeleton Unarmed=6; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=3; Skeleton Sword & Shield=3; Skeleton Mage=0; Skeleton Bow=2; Skeleton Leader=0",2.21,0.50,0.00
117,5,60.00,38.00,15.00,19.00,22.00,"Skeleton Unarmed=6; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=4; Skeleton Sword & Shield=5; Skeleton Mage=0; Skeleton Bow=3; Skeleton Leader=0",2.20,0.50,0.00
117,6,75.00,0.00,0.00,40.00,30.00,"Skeleton Unarmed=10; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=5; Skeleton Sword & Shield=3; Skeleton Mage=2; Skeleton Bow=5; Skeleton Leader=0",3.11,1.00,0.00
118,1,10.00,44.50,4.00,9.50,4.00,"Skeleton Unarmed=1; Skeleton Sword=2; Skeleton Shield=1; Skeleton Spear=0; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=0",1.50,0.50,0.00
118,2,24.00,50.00,9.00,3.50,7.00,"Skeleton Unarmed=4; Skeleton Sword=0; Skeleton Shield=0; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=1",1.77,0.50,0.00
118,3,32.00,46.00,10.00,14.00,14.00,"Skeleton Unarmed=5; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=2; Skeleton Sword & Shield=1; Skeleton Mage=0; Skeleton Bow=1; Skeleton Leader=0",1.75,0.50,0.00
118,4,45.00,39.50,20.00,26.50,20.00,"Skeleton Unarmed=8; Skeleton Sword=4; Skeleton Shield=1; Skeleton Spear=3; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=2; Skeleton Leader=0",2.24,0.50,0.00
118,5,61.00,38.50,22.00,23.00,27.00,"Skeleton Unarmed=10; Skeleton Sword=3; Skeleton Shield=4; Skeleton Spear=4; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=4; Skeleton Leader=0",2.21,0.50,0.00
118,6,74.00,50.00,32.50,21.00,29.00,"Skeleton Unarmed=12; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=5; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=4; Skeleton Leader=1",3.02,1.00,0.00
118,7,89.00,50.00,32.00,32.00,37.00,"Skeleton Unarmed=19; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=4; Skeleton Sword & Shield=2; Skeleton Mage=2; Skeleton Bow=3; Skeleton Leader=1",3.17,1.00,0.00
118,8,101.00,50.00,27.00,27.00,38.00,"Skeleton Unarmed=16; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=5; Skeleton Sword & Shield=4; Skeleton Mage=2; Skeleton Bow=4; Skeleton Leader=1",3.30,1.00,0.00
118,9,109.00,50.00,25.00,25.00,42.00,"Skeleton Unarmed=18; Skeleton Sword=4; Skeleton Shield=3; Skeleton Spear=5; Skeleton Sword & Shield=3; Skeleton Mage=3; Skeleton Bow=5; Skeleton Leader=1",3.62,1.00,0.00
118,10,117.00,50.00,33.00,33.00,46.00,"Skeleton Unarmed=19; Skeleton Sword=4; Skeleton Shield=5; Skeleton Spear=7; Skeleton Sword & Shield=3; Skeleton Mage=3; Skeleton Bow=4; Skeleton Leader=1",3.93,1.00,0.00
118,11,135.00,50.00,33.00,33.00,52.00,"Skeleton Unarmed=24; Skeleton Sword=4; Skeleton Shield=4; Skeleton Spear=7; Skeleton Sword & Shield=3; Skeleton Mage=2; Skeleton Bow=6; Skeleton Leader=2",4.64,1.50,0.00
118,12,150.00,50.00,30.00,30.00,57.00,"Skeleton Unarmed=25; Skeleton Sword=6; Skeleton Shield=5; Skeleton Spear=7; Skeleton Sword & Shield=3; Skeleton Mage=3; Skeleton Bow=6; Skeleton Leader=2",4.28,1.50,0.00
118,13,154.00,50.00,34.50,34.50,59.00,"Skeleton Unarmed=25; Skeleton Sword=5; Skeleton Shield=6; Skeleton Spear=9; Skeleton Sword & Shield=3; Skeleton Mage=3; Skeleton Bow=6; Skeleton Leader=2",4.41,1.50,0.00
118,14,175.00,50.00,16.50,16.50,71.00,"Skeleton Unarmed=28; Skeleton Sword=7; Skeleton Shield=7; Skeleton Spear=12; Skeleton Sword & Shield=5; Skeleton Mage=4; Skeleton Bow=7; Skeleton Leader=1",5.57,1.50,0.00
118,15,187.00,50.00,35.50,35.50,73.00,"Skeleton Unarmed=32; Skeleton Sword=7; Skeleton Shield=6; Skeleton Spear=10; Skeleton Sword & Shield=4; Skeleton Mage=5; Skeleton Bow=7; Skeleton Leader=2",5.29,1.50,0.00
